Genes,FC_mem_KO_mem WT
Chrne,0.957285671
Cops7a,0.957270754
Sh3bp2,0.957251977
Slc6a4,0.957244656
F2rl2,0.957241379
Ldlrad4,0.957234997
Taok2,0.957227293
Odc1,0.957149431
Plekhm1,0.957039524
Polrmt,0.95699361
Ncf1,0.956986851
Gbp2,0.95694168
Tep1,0.956927176
Prpf39,0.956863878
Ppa1,0.956861916
Ccdc92,0.95684803
Ccnt2,0.956831729
Sppl2a,0.956831415
4833420G17Rik,0.95680813
Stk24,0.956780693
Arfgap3,0.956775945
Gprc5c,0.956772334
Rad51ap1,0.956748306
Ostf1,0.956712133
Vta1,0.956696952
Samd9l,0.956656088
Gadd45a,0.956635071
Ccdc186,0.956581928
Adcy4,0.956521739
Gosr1,0.956521739
Ubash3b,0.956482602
Heatr5a,0.956453567
4833439L19Rik,0.956417772
Letmd1,0.956407304
Lipt2,0.95640327
Cul9,0.956390629
Gm10801,0.956386154
Hectd1,0.956381466
Slc26a11,0.956359766
Sp4,0.956336375
Get4,0.956330653
Mta3,0.956327028
Klra9,0.956297826
Stx3,0.956276446
Smad3,0.956203881
Gsap,0.956159339
Prkab2,0.956140351
Trim14,0.95613709
Frmd8,0.956111631
Nfrkb,0.95610514
St3gal4,0.956102387
Prmt6,0.956101334
Brd1,0.956068352
Nisch,0.956039452
N4bp1,0.955927423
Xpa,0.955918914
Rps26,0.955895606
Olfr212,0.955882353
Haghl,0.955877284
Anxa2,0.955857025
Wdr34,0.955844156
Perp,0.955823293
Rab22a,0.95581799
Cdkn2aipnl,0.955802469
Foxj3,0.955792181
Rnf38,0.955768552
Wdyhv1,0.955765595
Trim30a,0.955751226
Rpl9,0.955742049
Igsf6,0.955731225
Ttf2,0.955727337
Prpf19,0.955619597
Kantr,0.955589587
Sytl2,0.955559764
Zfp449,0.955555556
Zfp334,0.955465587
Usp14,0.955424587
Larp1b,0.955400042
Chd5,0.955362003
Lats1,0.955358544
Ampd2,0.955344152
A630001G21Rik,0.955320334
Il2rb,0.955305917
Metap1d,0.955285962
Ss18,0.955279259
Sh2b3,0.955269705
Polb,0.95526057
Snhg6,0.95523291
Itgb7,0.955227647
Sv2c,0.955223881
Map3k12,0.955210511
Zfp395,0.955146364
Gnpat,0.955133736
Grm1,0.955128205
Olfr339,0.955128205
Eif4g2,0.955109291
Pdxk,0.955085183
Napepld,0.955066079
Nup214,0.955060064
1810019N24Rik,0.95505618
Capza1,0.955026752
Iqce,0.954996647
Arhgap31,0.954971781
Zfp346,0.954953271
Tnfaip8l1,0.954924875
Tmub2,0.9549097
Cep104,0.954896142
Ss18l1,0.954855473
Ypel5,0.954848294
Nup54,0.954840479
Ndufs1,0.954814779
Cox7c,0.954813759
Saraf,0.954789574
Gpr137,0.954779034
Gm10647,0.954773869
Ppp6r2,0.954736734
Isca1,0.954692122
Mrpl24,0.954658001
Cdh22,0.95464415
Inpp5d,0.954606379
Itgae,0.954545455
Syndig1l,0.954545455
Aspscr1,0.954512259
Tmc8,0.954500931
Sec16a,0.954482145
Tmem127,0.954455282
Aimp2,0.954442941
Slc22a21,0.954415954
Prrc2b,0.954397819
Wsb1,0.954395487
Osbp,0.954370863
Cttnbp2nl,0.954367666
Ddx17,0.954361187
Dus3l,0.954339964
Zfp942,0.95433737
Dennd4b,0.95431196
Cd55,0.954307424
Rcan3,0.954305136
Tnfrsf26,0.95421436
Capn5,0.954165857
Stat5b,0.954150705
Rela,0.954125765
Myo1c,0.954114504
Ppp6c,0.954098361
Mfsd13a,0.954074074
Fam53a,0.954062233
Tfeb,0.954043418
Tubgcp6,0.954029116
Lman2l,0.95402867
Ube2e3,0.953992449
Mcu,0.953978622
Casp9,0.953969991
Dnmt3a,0.953967637
Cers2,0.953941199
Znrf3,0.953916449
Thap1,0.953903544
Tmem2,0.953887804
Dio3,0.953846154
Prdm1,0.953820606
Plod2,0.953820116
Brcc3,0.953806421
Lrwd1,0.953806003
Agap2,0.953801791
Dag1,0.95378898
Il2rg,0.953768476
Nbeal1,0.95373958
Bmt2,0.95372121
Ptpa,0.953711588
Tug1,0.953711349
Gm17056,0.953689168
Marc2,0.95366091
Lrrc31,0.953586498
Cog1,0.953584166
Slc35a4,0.953571942
Pcnx4,0.953554234
Bag6,0.953544345
Immt,0.953525733
Ptpn2,0.953521001
Vmn2r15,0.953488372
Slc41a2,0.953471652
Diablo,0.95345896
Igf2bp1,0.953424658
S100a10,0.953423968
Zmiz2,0.953412723
Hsd11b1,0.953340096
Btg2,0.953314262
Hdac10,0.953262292
Kif21b,0.953235161
Phykpl,0.953231685
Msh2,0.95322327
Ociad1,0.953208274
Dmbx1,0.953125
Zfp384,0.953113136
Rnf24,0.953096657
Pink1,0.953077392
Ywhaq,0.953071011
Hps1,0.953037863
Rnft1,0.953035002
Hpf1,0.953024294
Epha1,0.952957454
Sigmar1,0.95295203
Pcna-ps2,0.952941176
Mesdc1,0.952930807
Atraid,0.952924726
Rasd1,0.952853598
Mrpl37,0.952844501
Lonp1,0.952806179
Egln1,0.952781179
Atf6,0.952778226
Wdr35,0.952755906
Tfe3,0.952745995
Cc2d1a,0.952735662
Lrg1,0.952674897
Micall1,0.952669833
Gtf2h1,0.952669569
Pcif1,0.952661208
Snx19,0.952658761
Gtf2h2,0.952656497
Usp3,0.952642863
Vars2,0.952609159
Cntrob,0.952585628
Poli,0.952565992
Mmp17,0.952506596
Gtf3c2,0.952500858
Zfp729a,0.952492969
Hmha1,0.952455154
Uba7,0.952454992
Tmem104,0.952445
Rab31,0.952442159
Gbp5,0.952419766
Slco4c1,0.952380952
Ttyh1,0.952380952
Mettl5,0.952369834
Hmgb1,0.952357705
Zc3hav1,0.952333453
Insr,0.95232674
Gon4l,0.952306929
Cat,0.952300093
Rfc5,0.952204409
Zfp512,0.952181853
Lrrc66,0.95212766
Krtcap2,0.952103371
Olfr381,0.952095808
Selenow,0.952069228
RP23-9A12.4,0.952054795
Gm10715,0.952046426
Usp16,0.952039414
Slc25a44,0.951997761
Tmem161a,0.951993904
Dnajc5,0.95194085
Nlrc3,0.951921727
H3f3b,0.951894167
Cars,0.95187767
Nepro,0.951871658
Coro1c,0.951870115
Gm4149,0.951826625
Vav3,0.951768855
Arhgef7,0.95176314
Gas7,0.951759239
Malt1,0.951713821
Ptch1,0.951693567
Blvra,0.951687534
St3gal6,0.95168388
Pgls,0.951678172
Proser3,0.951605608
Timm50,0.951574803
Csmd1,0.95157385
Zfp445,0.95157021
Poglut1,0.951521099
Zscan26,0.95150587
Atxn7l3b,0.951498168
Them4,0.951470588
Purb,0.951463857
Tapt1,0.951461329
Lgals8,0.951444142
Dlg4,0.951426369
Rnf40,0.951411987
Mnt,0.951401775
Dda1,0.951388317
Hist3h2ba,0.951356408
Scamp2,0.951341567
Fbxw2,0.951337916
Rbsn,0.951278794
Usp33,0.951246277
Taf5l,0.951234959
Fam163b,0.951219512
Ube2ql1,0.951219512
Gtpbp8,0.951194969
Slc11a2,0.951153324
Klrg1,0.951153148
Neurl3,0.951152453
Eif3f,0.951109311
Gna13,0.951076071
Tpd52l2,0.951072548
Vps37a,0.951031046
Gm19585,0.951026223
Sh3bp1,0.950961298
Tomm40,0.950956938
Cd53,0.950954674
Lancl2,0.950924609
6330403K07Rik,0.950892857
Mast3,0.950823938
Olfr1535,0.950819672
Rnf123,0.950809561
Ddx55,0.950783492
Gfod1,0.950746636
Sos2,0.95070068
Crkl,0.950694958
Adck5,0.950691735
Mob3b,0.950663491
Rasgef1c,0.950657895
Szt2,0.950645192
Ube2i,0.950625388
Dcxr,0.950592078
Trim39,0.950568007
Sugp2,0.950546882
Ikzf3,0.950544939
Dpy19l1,0.950519049
Ddias,0.950407609
Nup155,0.950366818
Hist1h2bk,0.950357782
Calml4,0.95035461
Bcap31,0.950346628
Kctd18,0.950275718
Cept1,0.950262329
Ssbp3,0.950220795
Ier3ip1,0.95019893
Fem1a,0.950144789
Tymp,0.950138504
Golph3l,0.950090313
Clpx,0.950068587
Rprd1b,0.950067325
Ganab,0.950050352
Olfr585,0.95
Apol7e,0.949950261
Itgam_1,0.949874902
Npc1,0.949871882
Muc20,0.949809403
Samd8,0.949771689
Nemp2,0.949726473
Papd7,0.949696701
Sphk1,0.949636804
D11Wsu47e,0.949545455
Tab3,0.949521457
B930018H19Rik,0.949494949
Nab1,0.949460419
Dsn1,0.949457701
Map3k3,0.949457473
Phactr2,0.949439103
Spryd3,0.949435148
Tfdp1,0.949430626
Unc13a,0.949392713
Cnih1,0.949383441
Sbf1,0.949359792
Lcp2,0.949355212
Dazap2,0.949352579
Ankrd26,0.949342289
Dynll2,0.949320051
Nagk,0.949201742
Spry2,0.949197027
Gbp7,0.949178588
Zfp457,0.949152542
Amn1,0.949121184
Picalm,0.949093795
Gm15545,0.949090909
Angel2,0.949052075
Gga1,0.949045202
Terf2,0.948982835
Kansl2,0.94895288
Tbc1d13,0.948952626
Ttll12,0.948951555
Tet3,0.948929946
C1galt1,0.948922029
Haus8,0.948914948
Zfp592,0.948907245
Hivep3,0.948892675
Wdr95,0.948878924
Tspan8,0.948849105
Cherp,0.948836114
Senp8,0.9488
Samd4b,0.948763126
Serpind1,0.948717949
Ubap2l,0.948693825
Nckap1l,0.948660237
AI506816,0.948646728
Phf11c,0.948617788
Cbr4,0.948611111
Bend6,0.948603352
Map3k2,0.94858066
Akap8l,0.948570801
Spg21,0.948550725
Aldh1b1,0.948545861
Zfp707,0.948518278
Ncstn,0.94851331
Sdhb,0.948506694
Brd9,0.948463076
Vtcn1,0.948453608
Gimap6,0.948443933
Fxyd5,0.948394082
Oraov1,0.948347403
1810058I24Rik,0.948339483
Trp53i11,0.948324084
Zmym4,0.9483216
Usp46,0.948314925
Bloc1s4,0.948314607
Oser1,0.948307244
Bub3,0.948244473
Asl,0.948244331
Atad1,0.948207817
Smarcd1,0.948204689
Ubxn2a,0.948200219
Zfp429,0.948195329
Dot1l,0.948155892
Brwd1,0.948018514
Orc5,0.947959303
Sacs,0.947952365
Elac1,0.947933575
Ndufv3,0.94788502
Slc39a10,0.947857002
Gm15800,0.947833658
Rnf113a2,0.947826087
Klhl15,0.947808886
Mmp14,0.947775629
Cbl,0.947734216
Zfp868,0.947720961
Wnt10a,0.947674419
Sgsh,0.947655108
Gdf11,0.947593329
Spred2,0.947590293
E130307A14Rik,0.947580645
Crybg3_1,0.947571478
Cad,0.947570235
Elmo3,0.947554211
Tbcc,0.947550035
Gnas,0.94754487
E130317F20Rik,0.947524021
D730003I15Rik,0.947513812
Clcn4,0.9475073
Gnpda2,0.947491605
Lrrc20,0.947490706
Dgcr6,0.947488584
Eif4ebp1,0.947434608
Zfp383,0.947427293
Pi4ka,0.947420483
Sipa1l1,0.947409369
Cubn,0.947368421
Rec114,0.947368421
Znrf4,0.947368421
Gk,0.947300771
Slx4,0.947291087
Uchl3,0.947168301
Rhag,0.947139754
Sdhaf2,0.947104902
Itgb8,0.947098976
Zufsp,0.947085966
Tbl2,0.947054094
Mrpl54,0.947052947
Zfp959,0.946991784
Marveld1,0.946984505
Slc6a17,0.946969697
Gstcd,0.94692904
Heatr9,0.946925754
Pbxip1,0.946891101
Tnks1bp1,0.9468821
Gabpb1,0.946879952
Il18r1,0.946867724
Mark3,0.946863566
Ppp5c,0.946844067
Usb1,0.946794226
Bnip2,0.946764901
Lgals9,0.946762871
Nudt17,0.946748879
Fam193a,0.946717249
Herc3,0.946704483
Ankib1,0.946695601
Alms1-ps1,0.946666667
Brap,0.946664043
Cspg4,0.946608947
Whsc1l1,0.946603125
Prkaa2,0.946601942
Nckap5l,0.946530007
Prepl,0.946523088
Gnptg,0.946485292
Cggbp1,0.946474145
Ppm1j,0.946473552
Gm26698,0.946466809
Fam83d,0.946459413
Pcgf2,0.946438432
Vmn1r67,0.946428571
Ndufs7,0.9464
Lyrm9,0.946394931
Ncbp3,0.9463845
Gcgr,0.94637224
Med25,0.946257877
Axin1,0.946255287
Lpar6,0.946236559
1500011B03Rik,0.946209016
Eaf1,0.946208955
Clk3,0.946200511
Arel1,0.946198405
Cib1,0.946187314
Qprt,0.9461835
Pgs1,0.946181736
Phka1,0.946170084
Txlng,0.946136986
A730017L22Rik,0.94612069
Rai1,0.946111434
Olfr318,0.946107784
Mrm2,0.946078431
Ehmt2,0.946045898
BC037034,0.946037891
Ankrd13c,0.946030062
Cyb5r3,0.94602337
Snx27,0.94601687
C2cd2l,0.94599086
Terf1,0.945965734
Tox,0.945884774
Ldlr,0.945858846
4930417O13Rik,0.945812808
Zzef1,0.94577894
Hcfc1,0.945761671
Lrrc29,0.94571949
Cic,0.945704467
Psg19,0.945652174
Ctsd,0.945630886
Nfatc1,0.945615132
Atp1b2,0.945564911
Tmsb4x,0.945558477
Ccs,0.945541184
Alg13,0.945521699
Rexo1,0.945467647
Lrrn1,0.945454545
Dennd6a,0.945447292
Mef2d,0.945430295
Arpc5l,0.945421061
Zfp808,0.945416375
Tmem243,0.945356088
Snap29,0.945354952
Zfp7,0.945354674
Slc9a3r2,0.945323741
Sytl3,0.945261974
Rhbdl2,0.945205479
Psmb3,0.945195499
Tmem164,0.94507641
Mrps15,0.945073842
Them6,0.945029776
Skiv2l,0.945021262
Olfr457,0.945
Steap4,0.945
Acap3,0.944991911
Nat8f1,0.944976077
Thap6,0.944957265
Flt3l_1,0.944942044
Mlxip,0.944939687
C2cd2,0.944936359
Olfr549,0.944915254
Mettl21a,0.944897959
Cct3,0.944889345
Cog4,0.944883856
Trp53bp2,0.944873776
Tex2,0.94486397
Bbs9,0.944826305
Olfr366,0.944767442
Atg2b,0.944759306
Smim19,0.944744977
6820431F20Rik,0.944724826
H2-Q5,0.944715944
Kdm4b,0.9447132
Spire1,0.944707442
Nrip1,0.944689507
Ctdsp2,0.944587906
Ptpn12,0.944584512
S1pr4,0.94457487
Taf6l,0.944567016
Lck,0.944553176
Rinl,0.944521275
Cd72,0.944447395
Gdf3,0.944444444
Hoxaas3,0.944444444
Kcnmb4,0.944444444
Fdxacb1,0.944444444
Fam114a2,0.944401357
Syn3,0.94438386
Sap18,0.944350145
A530017D24Rik,0.944330601
Cdc14a,0.944293095
Cdc27,0.944286566
Mkl2,0.944274281
Pias2,0.944259635
Kansl3,0.94425471
2410015M20Rik,0.944193463
Bcap29,0.94416715
Atg16l2,0.944153708
Fbn2,0.944134078
Mturn,0.944128114
Lrig2,0.944079252
Usp31,0.944077096
Ankrd16,0.944071091
Abcd1,0.944006813
Lrrk1,0.944005096
Kdm6a,0.943985274
Galk1,0.943946188
Derl1,0.943927019
D030056L22Rik,0.943896634
Slc17a6,0.943859649
Ago2,0.943857812
Sptbn1,0.943852117
Olfr1179,0.943820225
Slmap,0.943802024
Pla2g16,0.943750248
Fam117a,0.943700228
Ly6c2,0.943698168
Cdk4,0.943634129
Cdk17,0.943600868
Zc3h7a,0.943503336
Cbfb,0.943487609
Gm5346,0.943396226
Psd4,0.943395906
2410006H16Rik,0.943340381
Syn1,0.943338438
Crtc3,0.943333775
Nudcd1,0.943322476
Rhbdd1,0.943296766
Gmip,0.943281926
Stx6,0.943261203
Trub2,0.943251042
Osbpl5,0.943248995
Cacfd1,0.943206963
Raly,0.943163215
Rlf,0.94314156
Sympk,0.943128421
Morc2b,0.943127962
AW549877,0.943122512
Gm15834,0.943113772
Tatdn2,0.943109495
Ern1,0.943068248
Zhx1,0.943032672
Nop16,0.943020802
Arhgef40,0.942986882
Coro2a,0.942945354
Fubp3,0.942932296
Alkbh5,0.942793135
Srp19,0.942716212
Napsa,0.942704863
Trdc,0.942701429
Impa1,0.942578143
Taf4,0.942572789
Scrn3,0.942554132
BC024386,0.942528736
Oxa1l,0.942526674
Kyat1,0.942511346
Rad1,0.942507418
Uqcc3,0.942465753
Sdcbp,0.942441393
Lcorl,0.942433339
Tubgcp5,0.94236518
Mrpl22,0.942313593
Aak1,0.942279854
Rap2a,0.942268531
Kif24,0.942262789
Zfp687,0.942261575
Sars2,0.942250373
Olfr777,0.94224924
Gart,0.942196532
Fam134c,0.942163265
Atf6b,0.942069059
Stxbp6,0.94205298
Rdh12,0.942014242
Clip2,0.941988468
Mllt1,0.941965767
Nr2c1,0.941935484
Ide,0.941886861
Ntng2,0.941868417
Rnf31,0.941833931
Ier5,0.941812447
Itgad,0.941770648
Sema4g,0.941724942
Dnttip2,0.941723614
Fhl4,0.941712204
Il18bp,0.941701534
Rps6ka3,0.941694436
Gm34121,0.941666667
Rap1gap,0.941624365
Srp14,0.941616162
Slc38a6,0.941614907
Pcna,0.941602807
Grk2,0.941556924
Itgax,0.941553913
Sept10,0.941542289
Tsc22d2,0.941508148
Cd2bp2,0.941492871
Lias,0.941451991
Srsf4,0.941435905
Prkacb,0.941421298
Gosr2,0.941411608
Aph1a,0.941348497
Dcun1d2,0.941303468
Stat4,0.941292341
Gm26825,0.941176471
C130026L21Rik,0.941176471
Phkb,0.941166497
Nr2c2,0.941165522
Tma16,0.941151566
Uba5,0.941123325
Tbx21,0.941082565
Got1,0.94108195
2410004B18Rik,0.941079425
Mrpl43,0.941078145
Dach2,0.94100295
Zfp329,0.940984225
Usp38,0.940967742
Klra8,0.940910226
Slc9a8,0.940901867
Ube2b,0.940880756
Tlk2,0.940863866
Ahcy,0.940843845
Fam98a,0.94081414
Slc10a7,0.940799723
Trip13,0.940789474
Med10,0.940781372
Ccdc85c,0.940763052
Cep112,0.940677966
Zmym6,0.940637502
Cep68,0.94063514
Dcp1a,0.940611354
Elmod3,0.940594059
Gm26816,0.940594059
Mfsd4b3,0.940594059
Gmfb,0.940588546
Ppp1r37,0.940549205
Actb,0.940508878
Gm16973,0.940494201
Exog,0.940483036
Tspan10,0.94047619
Ifi47,0.940467753
Timm22,0.940467219
2010110K18Rik,0.940397351
Limk1,0.940384701
Cmya5,0.940338488
Guf1,0.940302744
Ssu72,0.940297039
Rnmt,0.940180508
Nub1,0.940178553
Med12,0.940176014
Sbno2,0.940164994
Sema3c,0.940092166
Zfp931,0.940081443
Arhgap4,0.940078349
Cul4b,0.940052765
Eif4ebp2,0.940015979
Syap1,0.94001558
Evi5l,0.939992814
Trim65,0.939988569
Mgat4a,0.939917836
Nupl1,0.939896437
Mief1,0.939837292
Znrf1,0.939833468
Bckdhb,0.939749609
Pvr,0.939688716
Cirbp,0.939608226
Ficd,0.939592295
Ero1l,0.939590301
Ttc9c,0.939588859
Arrdc1,0.939575619
Nus1,0.939564769
Qrich1,0.939541738
4930503L19Rik,0.939513155
Cdk14,0.939477901
Hars2,0.939399921
Gm13465,0.939393939
Gm35339,0.939346812
Plxna1,0.939325843
Plekha3,0.939279415
4931440P22Rik,0.939240506
Cers5,0.939197284
Galnt3,0.939172448
Med1,0.939152677
Pds5a,0.939122232
Kmt2b,0.9391091
Atg101,0.939052316
Rnf34,0.939038813
Ccdc51,0.938971229
Ttc7,0.938969543
Mfsd8,0.938968847
Apool,0.938967136
Naip3,0.938958707
Pdk3,0.938918696
Exosc2,0.938866397
Olfr448,0.938864629
Slc25a30,0.938830111
Map4k2,0.938823342
Cdc123,0.938820302
Dgkd,0.938777316
Vmn2r66,0.93877551
Gdpd5,0.938767844
Ak5,0.938738739
Jade2,0.938721427
Atf4,0.938661318
Nxf1,0.938609018
Ccdc85b,0.938606195
Tango2,0.938593631
Med13,0.938587609
Ralgapb,0.938577231
Lrch3,0.938567719
9930012K11Rik,0.938557994
Arhgap33,0.93855503
Atp1b3,0.938546781
Tbc1d2b,0.938471649
Cep295,0.93841434
Zfp11,0.938410596
Parp6,0.938350022
Klrc3,0.938345196
Psg16,0.938317757
Lmf1,0.938307248
Paox,0.938281902
Egfr,0.938271605
Trmt1,0.938251001
Cd52,0.938214508
Tcf25,0.938184825
Ppp1r12c,0.938174238
Rad54l2,0.938172966
Tubb4a,0.938157081
Pacs1,0.938121569
Mmp28,0.938086304
Kcnh7,0.938083121
Cox20,0.93804489
Srebf1,0.938008627
Zap70,0.937995674
Enc1,0.937994501
Fastk,0.937991159
Srrm3,0.937931034
Nkd1,0.93792633
Trim58,0.937921727
Tubgcp4,0.937895546
Osbpl1a,0.937888199
Dera,0.937887324
Usp21,0.937823196
Khdc1c,0.93780849
Ctsc,0.937806106
Peli1,0.937800263
Mxra7,0.937799043
Ddost,0.937791204
Kdsr,0.937773042
Slc30a9,0.937765734
Slc4a5,0.937694704
Fbrs,0.937690667
Gbp3,0.937680792
Zfp952,0.937677054
Ggcx,0.937667202
Trmt44,0.937656595
Sgsm3,0.937650522
Neurl4,0.937631711
Ifnar2,0.937628903
AI597479,0.937595712
Ubn2,0.937581093
Ghitm,0.937558409
Dtwd2,0.93754879
Cav2,0.9375
Sptbn4,0.9375
Zfp960,0.9375
Ttbk2,0.937455068
Itpr3,0.937439177
Tada1,0.937429749
4930562C15Rik,0.937412096
Traf2,0.937411553
Acbd6,0.937348564
Zbtb6,0.937309411
Malat1,0.937305401
Timm9,0.93730209
Strada,0.937277962
Psmb8,0.937266022
Heca,0.937260002
Kat8,0.937229437
Pfkl,0.937227478
Lat2,0.937218375
Reep6,0.937198068
Rab1b,0.937185649
Sft2d3,0.937157916
Zdhhc3,0.937148006
Vgf,0.937142857
Rab30,0.93708166
Kif5b,0.937078896
Zfp62,0.937058317
Ercc2,0.937039075
Huwe1,0.937027286
RP23-186O3.11,0.937013997
Prrg4,0.93697479
Sox8,0.936925099
Setd7,0.936901205
Hyls1,0.936874519
Med13l,0.936869672
4930510E17Rik,0.936842105
Ribc1,0.936842105
Adamts6,0.936827527
Mfap3l,0.936808847
Egfl7,0.936802974
Tial1,0.936786836
Tfcp2l1,0.936752137
Napa,0.936742196
Pgd,0.936690296
Stk38,0.936670285
Faap100,0.936618577
Gins4,0.936609203
Adprhl2,0.936593529
Nup210l,0.9365722
Tgm2,0.936567164
Elmo2,0.936517317
Birc6,0.936493657
Sept9,0.936483138
Tssk6,0.936450839
Ltb4r1,0.936440678
Cklf,0.936431344
Slc35d1,0.936420303
Snx12,0.936370882
Mobp,0.936363636
Nup85,0.936362323
Trak1,0.936335802
Arl6ip5,0.936309024
Stx16,0.936292695
Pced1a,0.936262376
Cd244,0.936236114
C130060K24Rik,0.936170213
Naa10,0.936170213
Ctsa,0.936116161
Rcn3,0.936114733
Pom121,0.936093169
Optc,0.936
Olfr66,0.935960591
Trmt61a,0.935956084
Osbpl9,0.935942398
Ada,0.935925126
Itga5,0.935918565
Rgs3,0.935906466
Clock,0.935879531
Bckdk,0.935866983
Camk4,0.935826087
Fam19a3,0.935812306
Adcy7,0.935802256
Zpbp,0.935771632
Eva1b,0.935769657
Gm10804,0.935714286
Slc3a2,0.935682023
Cds2,0.93566686
Bloc1s3,0.935647144
Rpl10,0.93564116
Prpsap1,0.935602154
Hspa5,0.935600918
Rnh1,0.935534204
Chd3os,0.935520362
D930016D06Rik,0.93550378
Sesn3,0.935503215
Tmem258,0.935489733
Arl15,0.935421061
Cox16,0.935420744
Arhgap35,0.935381079
Hrh2,0.93520614
Lef1,0.935195469
RP23-69D2.2,0.935135135
Tubb4b,0.935100266
Ipo9,0.935042953
Sipa1l3,0.935029951
Trp53rkb,0.935028249
Gpr160,0.934951961
Tmem55b,0.934949125
Rac2,0.934946796
PVRIG,0.934945208
Sdf2,0.934904385
Klhl20,0.934879887
Zswim7,0.93487395
Heatr6,0.934850724
Gm37494,0.934843762
Alms1,0.934839404
Maf,0.934814036
Traip,0.93480663
Ndrg2,0.934782609
Zfp143,0.934766136
Cacul1,0.934691727
Chka,0.934649816
Rnf13,0.934501924
Gtf2b,0.934445871
Tmco3,0.934440465
Vmn1r205,0.93442623
Zfp871,0.934419918
A230050P20Rik,0.934379598
Nae1,0.934360928
Aup1,0.934276805
Tada3,0.934258386
2310011J03Rik,0.934253247
Abi3,0.934250302
Reps1,0.934231655
Hint1,0.93422639
Cdc42,0.934211037
Rasgrf1,0.934199134
Rhoq,0.934198791
Prmt5,0.93417883
Riok1,0.934144316
Pef1,0.934117647
Rictor,0.934102993
Aoah,0.934085542
Slc25a3,0.934069508
Ugcg,0.934052582
Rbbp4,0.934017436
Dedd2,0.93399057
Lpcat4,0.933985028
Pdcd6,0.933978495
Wdr13,0.933913934
B3galt6,0.93387004
Rps21,0.933783862
Sfxn2,0.933744222
Arhgef3,0.933727436
Atg13,0.933716916
Lmod3,0.933701657
Ddx39b,0.933679992
Trpm6,0.933673469
Ddit4,0.933652729
Actg1,0.933643292
Tnr,0.933618844
Phf7,0.933611533
Wars,0.933583679
Fam58b,0.933576173
Pex1,0.933545022
Eed,0.933502478
Mtmr3,0.933456215
6430550D23Rik,0.933380084
OR4P4,0.933333333
Vmn1r42,0.933333333
Sgol2a,0.933252427
Ncln,0.933217031
Rab29,0.933198381
Rexo4,0.933192247
Zfp655,0.933157658
Gm13219,0.93315508
Wwc2,0.933149823
Faf1,0.93312015
Atp5d,0.933064558
Csn2,0.933035714
Tiprl,0.932955879
Rps7,0.932928732
Serpinb9,0.932905702
Wdr48,0.932904471
Tank,0.932826954
Golga5,0.932818394
Ankrd6,0.932786885
Pde7a,0.932756407
2610507I01Rik,0.932731747
Rapgef2,0.932712121
Tmprss11d,0.932692308
Gfer,0.932678822
Rpl39,0.93265829
Whamm,0.932622462
Tnfsf12,0.9325436
Taf8,0.932465062
5830432E09Rik,0.932463546
Foxo3,0.932292659
Sms,0.932217137
Bud13,0.932201497
Nxt1,0.932106763
Srsf3,0.932090256
Cltb,0.932053313
Olfr432,0.932038835
Rpl13a-ps1,0.932038835
Nrg4,0.932038835
Opa3,0.93203135
Platr15,0.931982634
Xlr3a,0.931937173
Wasl,0.931933049
Akirin1,0.931926503
Insig2,0.931913898
Zcchc2,0.931899642
Snrnp40,0.931829093
Rbm42,0.931803279
Rnf122,0.931782458
Adi1,0.931754575
Cpsf7,0.93172797
Unc5cl,0.931707317
Fam49b,0.931701438
4921522P10Rik,0.931668857
Rab21,0.93164904
Zfp609,0.931615194
Zfp408,0.931611436
Med26,0.931610942
Vwa5b2,0.931603774
1810024B03Rik,0.931593794
Ttll4,0.931546863
Gpx8,0.93152422
AI182371,0.931506849
Nfkbib,0.931489981
Als2,0.931471615
Erp27,0.931468531
Bola1,0.931465517
Psd,0.931395349
P2ry10,0.93135674
Gsg1l,0.931318681
Dbf4,0.931265655
Capn1,0.931258631
Pde4c,0.93125
Vps36,0.931226766
Mlxipl,0.931216931
Rps6kc1,0.931215608
Herc1,0.931192432
Nol4l,0.931183641
Abhd8,0.931182796
Entpd1,0.931095202
Leo1,0.93107213
Mien1,0.931052632
Bbip1,0.93105044
Pld1,0.931028522
Ints1,0.931012643
Arhgef10,0.930983847
Rsrp1,0.930966712
Retnlg,0.930927835
Trap1,0.930920743
Hdac7,0.930895756
Zscan21,0.930859782
Rnf213,0.930854234
Ptprn2,0.930835735
Uba3,0.930831132
Cdk16,0.930791082
Dnmt3b,0.930773034
Spo11,0.930763565
D5Ertd615e,0.930753564
Txnl4a,0.930750048
Fxr1,0.930704738
Bmp2k,0.930700976
Hpcal1,0.930671998
Ncr1,0.930641149
Phf20l1,0.930603762
Sall4,0.93059126
Cpsf1,0.930558976
Slc1a5,0.930481283
Pign,0.930475753
Slc15a3,0.930460333
Lrrc57,0.930443548
Klhl4,0.930393199
Armc3,0.930379747
Gpr182,0.930379747
1600012H06Rik,0.930355097
Snx29,0.93035343
Prkca,0.930340608
Stx4a,0.930226504
Cxxc1,0.930171394
Slc22a15,0.93011811
Hsf1,0.930091185
Tnrc6a,0.930090526
Mlst8,0.930041152
Fbll1,0.93
Tbc1d20,0.929979539
Tmem132d,0.929878049
Zfp212,0.929847306
Nt5c3b,0.929818405
Vps39,0.929802091
Lin9,0.929790604
